time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-06-14 09:30:00-04:00,Momentum,fe0280dc48ea410f98eaa5f063c81f57,SPY,sell,market,fill,1,gtc,0.0,1,stock,436.3299865722656,251.0,0.0
2023-06-14 09:30:00-04:00,Momentum,a2b25bc7244a42d0a540f245ddd4b37d,VEU,buy,market,fill,1,gtc,0.0,1,stock,55.5,1971.0,0.0
2023-06-16 09:30:00-04:00,Momentum,581315936d1046d090f515656316d45e,VEU,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-16 09:30:00-04:00,Momentum,01e7541aa7d74f69ac6e6f84323aa1f8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-16 09:30:00-04:00,Momentum,581315936d1046d090f515656316d45e,VEU,sell,market,fill,1,gtc,0.0,1,stock,56.2599983215332,1971.0,0.0
2023-06-16 09:30:00-04:00,Momentum,01e7541aa7d74f69ac6e6f84323aa1f8,SPY,buy,market,fill,1,gtc,0.0,1,stock,443.0199890136719,252.0,0.0
2023-06-29 09:30:00-04:00,Momentum,93878b52740b4031927dfbc45cd89484,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,Momentum,fa0157d3ed6c492591df0fc760be86ae,AGG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,Momentum,93878b52740b4031927dfbc45cd89484,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.44000244140625,252.0,0.0
2023-06-29 09:30:00-04:00,Momentum,fa0157d3ed6c492591df0fc760be86ae,AGG,buy,market,fill,1,gtc,0.0,1,stock,97.86000061035156,1130.0,0.0
2023-07-12 09:30:00-04:00,Momentum,3eb287218735413f8a677b34f829fa9e,AGG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-07-12 09:30:00-04:00,Momentum,a9260c927ac042daba3b89a5c3746110,VEU,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-12 09:30:00-04:00,Momentum,3eb287218735413f8a677b34f829fa9e,AGG,sell,market,fill,1,gtc,0.0,1,stock,98.18000030517578,1130.0,0.0
2023-07-12 09:30:00-04:00,Momentum,a9260c927ac042daba3b89a5c3746110,VEU,buy,market,fill,1,gtc,0.0,1,stock,55.720001220703125,2013.0,0.0
2023-07-20 09:30:00-04:00,Momentum,f18706ad64944049a7d6c7e58e6da8be,VEU,sell,market,new,1,gtc,0.0,1,stock,,,
2023-07-20 09:30:00-04:00,Momentum,9a2d6344d3df40eeb8ebeed3d16cc63c,AGG,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-20 09:30:00-04:00,Momentum,f18706ad64944049a7d6c7e58e6da8be,VEU,sell,market,fill,1,gtc,0.0,1,stock,55.63999938964844,2013.0,0.0
2023-07-20 09:30:00-04:00,Momentum,9a2d6344d3df40eeb8ebeed3d16cc63c,AGG,buy,market,fill,1,gtc,0.0,1,stock,98.11000061035156,1133.0,0.0
2023-07-26 09:30:00-04:00,Momentum,3e1da94512ba40e494f7d9d0d927d060,AGG,sell,market,new,1,gtc,0.0,1,stock,,,
2023-07-26 09:30:00-04:00,Momentum,a2483ae3ffa742eb8f1be35e32846a0f,VEU,buy,market,new,1,gtc,0.0,1,stock,,,
2023-07-26 09:30:00-04:00,Momentum,3e1da94512ba40e494f7d9d0d927d060,AGG,sell,market,fill,1,gtc,0.0,1,stock,97.83999633789062,1133.0,0.0
2023-07-26 09:30:00-04:00,Momentum,a2483ae3ffa742eb8f1be35e32846a0f,VEU,buy,market,fill,1,gtc,0.0,1,stock,56.439998626708984,1971.0,0.0
